semana,dia,enfoque,fase_semana,bloque,ejercicio,series,reps_o_tiempo,,carga_sugerida,rpe_rir,tempo,descanso,objetivo,regla_tendon_24h,progresion,notas
8,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio tendón,Hammer curl slow,2-3,12-15,,ligero-moderado,RIR 3-4,3-1-3,60-90 s,Carga lenta para tendón de codo/bíceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube peso solo si no hay dolor al día siguiente.
8,D2 Pull,Hipertrofia espalda/bíceps + tolerancia tendón codo,Consolidación/test técnico: AMRAP solo con RIR 1-2,Prehab,Face pull / rear delt,3,15-20,,ligero,RIR 4,2-1-2,60 s,Salud de hombro y postura,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Codos altos sin dolor.
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Tendón/activación,Spanish squat o extensión isométrica,5,30-45 s,,moderado,dolor <=3/10,isométrico,60-90 s,Tolerancia de tendón rotuliano/cuádriceps,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","Ángulo cómodo; debe sentirse cuádriceps, no dolor punzante."
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Principal,Squat libre,3,8,,85-90,RIR 2,3-1-2,2-4 min,Hipertrofia/fuerza basada en 100x7,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No grinder; si la espalda baja molesta, cambia a hack de la fila siguiente."
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Alternativa si no hay squat,Hack squat,3,10,,95-100,RIR 2,3-1-2,2-3 min,Mismo objetivo con más estabilidad,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Usa esta fila solo si ese día no haces squat libre.
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio,Isquio sentado,3,12,,45,RIR 2,3-1-2,90-120 s,Isquios y protección de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Pausa 1s abajo/contraído.
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio tendón,Extensión de cuadriceps slow,3,12-15,,ligero-moderado,RIR 3,3-1-3,90 s,HSR ligero/moderado para tendón de rodilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Rango sin dolor; no bloquear agresivo.
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio,Pantorrilla de pie o prensa,4,12-15,,15-25 kg o 25 lb+,RIR 2-3,3-1-2,60-90 s,Tendón Aquiles/pantorrilla e hipertrofia,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sube por reps antes de subir carga.
8,D3 Legs,Hipertrofia pierna + tendón rodilla/isquio,Consolidación/test técnico: AMRAP solo con RIR 1-2,Core,Plancha / dead bug,3,30-45 s,,BW,controlado,controlado,60 s,Estabilidad para sentadilla,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Sin dolor lumbar.
8,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,Consolidación/test técnico: AMRAP solo con RIR 1-2,Skill controlado,Handstand lean,4,20 s,,BW,técnico,controlado,60-90 s,Tolerancia de muñeca/hombro sin fatiga excesiva,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Corta serie antes de perder posición.
8,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,Consolidación/test técnico: AMRAP solo con RIR 1-2,Skill excéntrico,Negative lean,3,8,,BW,RIR 2,5 s negativa,60-90 s,Control excéntrico hombro/escápula,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Bajada de 5s; cero rebotes.
8,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,Consolidación/test técnico: AMRAP solo con RIR 1-2,Técnica,Muscle-up en anillas - práctica,3,"1-3 reps, sin fallo",,libre si todo 24h OK,RIR 1-2,controlado,2-3 min,Mantener habilidad sin irritar codo/hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.","No fallo. Si sientes tendón, cambia por transición en anillas bajas."
8,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio,Shoulder press ligero,2,12,,30,RIR 3,3-1-2,90-120 s,Volumen técnico adicional de hombro,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Debe sentirse fácil y limpio.
8,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,Consolidación/test técnico: AMRAP solo con RIR 1-2,Accesorio,Elevación lateral,3,15-20,,ligero,RIR 3-4,2-1-2,60 s,Hipertrofia deltoide sin mucho estrés articular,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",No balancear.
8,D4 Skill/Shoulder,Skill hombro + hipertrofia ligera + recuperación tendinosa,Consolidación/test técnico: AMRAP solo con RIR 1-2,Prehab,YTWL / trap 3 raise,2-3,12-15,,muy ligero,RIR 4,2-1-2,45-60 s,Escápula y manguito rotador,Dolor permitido 0-3/10 durante; debe quedar igual o mejor a las 24h. Si >3/10 o peor mañana: baja 10-20% carga/volumen y acorta ROM.,"Cuando completes el tope de reps con RIR>=2 y regla 24h OK, sube 2.5 kg en básicos/máquinas o +1 rep por serie; accesorios +1-2 reps antes de subir peso.",Calidad > peso.
